ID: 3d:tessellate | Name: 테셀레이트
ID: sagang:importwaspterrainmapfile | Name: Import wasp terrain map file
ID: sagang:importwrfgeogridbinaryformat | Name: Import wrf geogrid binary format
ID: sagang:interpolatecubicspline | Name: Interpolate (cubic spline)
ID: sagang:intersect | Name: Intersect
ID: sagang:inversedistanceweightedinterpolation | Name: Inverse distance weighted interpolation
ID: sagang:inversefouriertransformation | Name: Inverse fourier transformation
ID: sagang:inverseprincipalcomponentsrotation | Name: Inverse principal components rotation
ID: sagang:invertdatanodata | Name: Invert data/no-data
ID: sagang:invertgrid | Name: Invert grid
ID: sagang:invertselectionofshapeslayer | Name: Invert selection of shapes layer
ID: sagang:isochronesvariablespeed | Name: Isochrones variable speed
ID: sagang:isodataclusteringforgrids | Name: Isodata clustering for grids
ID: sagang:isolatedpointsfilter | Name: Isolated points filter
ID: sagang:iterativetruncation | Name: Iterative truncation
ID: sagang:kerneldensityestimation | Name: Kernel density estimation
ID: sagang:kmeansclusteringforgrids | Name: K-means clustering for grids
ID: sagang:knearestneighboursclassification | Name: K-nearest neighbours classification
ID: sagang:landcoverscenariooffset | Name: Land cover scenario offset
ID: sagang:landflowversion10build351b | Name: Landflow version 1.0 (build 3.5.1b)
ID: sagang:landsatimportwithoptions | Name: Landsat import with options
ID: sagang:landsurfacetemperature | Name: Land surface temperature
ID: sagang:landsurfacetemperaturelapserates | Name: Land surface temperature (lapse rates)
ID: sagang:landusescenariogenerator | Name: Land use scenario generator
ID: sagang:laplacianfilter | Name: Laplacian filter
ID: sagang:lapseratebasedtemperaturedownscaling | Name: Lapse rate based temperature downscaling
ID: sagang:lapseratebasedtemperaturedownscalingbulkprocessing | Name: Lapse rate based temperature downscaling (bulk processing)
ID: sagang:largestcirclesinpolygons | Name: Largest circles in polygons
ID: sagang:latitudelongitudegraticule | Name: Latitude/longitude graticule
ID: sagang:layerofextremevalue | Name: Layer of extreme value
ID: sagang:leastcostpaths | Name: Least cost paths
ID: sagang:linecrossings | Name: Line crossings
ID: sagang:linedissolve | Name: Line dissolve
ID: sagang:linepartstoseparatelines | Name: Line parts to separate lines
ID: sagang:linepolygonintersection | Name: Line-polygon intersection
ID: sagang:lineproperties | Name: Line properties
ID: sagang:linesimplification | Name: Line simplification
ID: sagang:linesmoothing | Name: Line smoothing
ID: sagang:localclimatezoneclassification | Name: Local climate zone classification
ID: sagang:localminimaandmaxima | Name: Local minima and maxima
ID: sagang:localstatisticalmeasures | Name: Local statistical measures
ID: sagang:logisticregressionclassification | Name: Logistic regression classification
ID: sagang:longitudinalgridstatistics | Name: Longitudinal grid statistics
ID: sagang:lsfactor | Name: Ls factor
ID: sagang:lsfactorfieldbased | Name: Ls-factor, field based
ID: sagang:lsfactoronestep | Name: Ls factor (one step)
ID: sagang:majorityminorityfilter | Name: Majority/minority filter
ID: sagang:massbalanceindex | Name: Mass balance index
ID: sagang:maximumentropyclassification | Name: Maximum entropy classification
ID: sagang:maximumentropypresenceprediction | Name: Maximum entropy presence prediction
ID: sagang:maximumflowpathlength | Name: Maximum flow path length
ID: sagang:meltonruggednessnumber | Name: Melton ruggedness number
ID: sagang:mergepointclouds | Name: Merge point clouds
ID: sagang:mergetables | Name: Merge tables
ID: sagang:mergevectorlayers | Name: Merge vector layers
ID: sagang:meridionalgridstatistics | Name: Meridional grid statistics
ID: sagang:meshdenoise | Name: Mesh denoise
ID: sagang:metricconversions | Name: Metric conversions
ID: sagang:minimumdistanceanalysis | Name: Minimum distance analysis
ID: sagang:mirrorgrid | Name: Mirror grid
ID: sagang:mmfsagasoilerosionmodel | Name: Mmf-saga soil erosion model
ID: sagang:modifedquadraticshepard | Name: Modifed quadratic shepard
ID: sagang:monthlyglobalbylatitude | Name: Monthly global by latitude
ID: sagang:morphologicalfilter | Name: Morphological filter
ID: sagang:morphologicalfilteropencv | Name: Morphological filter (opencv)
ID: sagang:morphologicalfiltervigra | Name: Morphological filter (vigra)
ID: sagang:morphometricfeatures | Name: Morphometric features
ID: sagang:morphometricprotectionindex | Name: Morphometric protection index
ID: sagang:mosaicking | Name: Mosaicking
ID: sagang:multibandvariation | Name: Multi-band variation
ID: sagang:multidirectionleefilter | Name: Multi direction lee filter
ID: sagang:multilevelbspline | Name: Multilevel b-spline
ID: sagang:multilevelbsplineforcategories | Name: Multilevel b-spline for categories
ID: sagang:multilevelbsplinefromgridpoints | Name: Multilevel b-spline from grid points
ID: sagang:multiplelinearregressionanalysisshapes | Name: Multiple linear regression analysis (shapes)
ID: sagang:multiplelinearregressionanalysistable | Name: Multiple linear regression analysis (table)
ID: sagang:multipleregressionanalysisgridandpredictorgrids | Name: Multiple regression analysis (grid and predictor grids)
ID: sagang:multipleregressionanalysispointsandpredictorgrids | Name: Multiple regression analysis (points and predictor grids)
ID: sagang:multiresolutionindexofvalleybottomflatnessmrvbf | Name: Multiresolution index of valley bottom flatness (mrvbf)
ID: sagang:multiscaletopographicpositionindextpi | Name: Multi-scale topographic position index (tpi)
ID: sagang:naturalneighbour | Name: Natural neighbour
ID: sagang:nearestneighbour | Name: Nearest neighbour
ID: sagang:normalbayesclassification | Name: Normal bayes classification
ID: sagang:notchfilterforgrids | Name: Notch filter for grids
ID: sagang:objectbasedimagesegmentation | Name: Object based image segmentation
ID: sagang:objectenumeration | Name: Object enumeration
ID: sagang:ordinarykriging | Name: Ordinary kriging
ID: sagang:overlandflow | Name: Overland flow
ID: sagang:overlandflowdistancetochannelnetwork | Name: Overland flow distance to channel network
ID: sagang:overlandflowkinematicwave | Name: Overland flow (kinematic wave)
ID: sagang:patching | Name: Patching
ID: sagang:patternanalysis | Name: Pattern analysis
ID: sagang:phenipsgridsannual | Name: Phenips (grids, annual)
ID: sagang:phenipsgridsdays | Name: Phenips (grids, days)
ID: sagang:phenipstable | Name: Phenips (table)
ID: sagang:pointcloudattributecalculator | Name: Point cloud attribute calculator
ID: sagang:pointcloudfromgridpoints | Name: Point cloud from grid points
ID: sagang:pointcloudfromshapes | Name: Point cloud from shapes
ID: sagang:pointcloudfromtable | Name: Point cloud from table
ID: sagang:pointcloudthinningsimple | Name: Point cloud thinning (simple)
ID: sagang:pointcloudtoshapes | Name: Point cloud to shapes
ID: sagang:pointsfilter | Name: Points filter
ID: sagang:pointstatisticsforpolygons | Name: Point statistics for polygons
ID: sagang:pointthinning | Name: Point thinning
ID: sagang:pointtolinedistances | Name: Point to line distances
ID: sagang:pointtopointdistances | Name: Point to point distances
ID: sagang:polartocartesiancoordinates | Name: Polar to cartesian coordinates
ID: sagang:polygoncategoriestogrid | Name: Polygon categories to grid
ID: sagang:polygoncentroids | Name: Polygon centroids
ID: sagang:polygonclipping | Name: Polygon clipping
ID: sagang:polygondissolve | Name: Polygon dissolve
ID: sagang:polygongeneralization | Name: Polygon generalization
ID: sagang:polygonidentity | Name: Polygon identity
ID: sagang:polygonlineintersection | Name: Polygon-line intersection
ID: sagang:polygonpartstoseparatepolygons | Name: Polygon parts to separate polygons
ID: sagang:polygonproperties | Name: Polygon properties
ID: sagang:polygonselfintersection | Name: Polygon self-intersection
ID: sagang:polygonshapeindices | Name: Polygon shape indices
ID: sagang:polygonstoedgesandnodes | Name: Polygons to edges and nodes
ID: sagang:polygonstogrid | Name: Polygons to grid
ID: sagang:polygonunion | Name: Polygon union
ID: sagang:polygonupdate | Name: Polygon update
ID: sagang:polynomialregression | Name: Polynomial regression
ID: sagang:populatepolygonswithpoints | Name: Populate polygons with points
ID: sagang:potentialincomingsolarradiation | Name: Potential incoming solar radiation
ID: sagang:principalcomponentanalysis | Name: Principal component analysis
ID: sagang:principalcomponentbasedimagesharpening | Name: Principal component based image sharpening
ID: sagang:profilefrompoints | Name: Profile from points
ID: sagang:profilesfromlines | Name: Profiles from lines
ID: sagang:proximityraster | Name: Proximity raster
ID: sagang:quadtreestructuretopolygons | Name: Quadtree structure to polygons
ID: sagang:quasidynamicflowaccumulation | Name: Quasi-dynamic flow accumulation
ID: sagang:radiusofvarianceraster | Name: Radius of variance (raster)
ID: sagang:randomfield | Name: Random field
ID: sagang:randomforestclassification | Name: Random forest classification
ID: sagang:randomforestclassificationvigra | Name: Random forest classification (vigra)
ID: sagang:randomforestpresencepredictionvigra | Name: Random forest presence prediction (vigra)
ID: sagang:randomforesttableclassificationvigra | Name: Random forest table classification (vigra)
ID: sagang:randomterrain | Name: Random terrain
ID: sagang:rankfilter | Name: Rank filter
ID: sagang:raosqdiversityindex | Name: Rao's q diversity index
ID: sagang:raosqdiversityindexclassic | Name: Rao's q diversity index (classic)
ID: sagang:rasterbuffer | Name: Raster buffer
ID: sagang:rastercellindex | Name: Raster cell index
ID: sagang:rasterdifference | Name: Raster difference
ID: sagang:rasterdivision | Name: Raster division
ID: sagang:rasterize | Name: Rasterize
ID: sagang:rastermasking | Name: Raster masking
ID: sagang:rasterproduct | Name: Raster product
ID: sagang:rasterproximitybuffer | Name: Raster proximity buffer
ID: sagang:rasterskeletonization | Name: Raster skeletonization
ID: sagang:rasterssum | Name: Rasters sum
ID: sagang:rasterstatisticsforpolygons | Name: Raster statistics for polygons
ID: sagang:rastervaluestopoints | Name: Raster values to points
ID: sagang:rastervaluestopointsrandomly | Name: Raster values to points (randomly)
ID: sagang:rastervolume | Name: Raster volume
ID: sagang:realsurfacearea | Name: Real surface area
ID: sagang:regressionanalysispointsandpredictorgrid | Name: Regression analysis (points and predictor grid)
ID: sagang:regressionkriging | Name: Regression kriging
ID: sagang:relativeheightsandslopepositions | Name: Relative heights and slope positions
ID: sagang:reliefsegmentation | Name: Relief segmentation
ID: sagang:removeboundarypolygons | Name: Remove boundary polygons
ID: sagang:removeduplicatepoints | Name: Remove duplicate points
ID: sagang:removeinvalidshapes | Name: Remove invalid shapes
ID: sagang:removeoverlapfromvirtualpointcloudtiles | Name: Remove overlap from virtual point cloud tiles
ID: sagang:removesmallpixelclumpstonodata | Name: Remove small pixel clumps (to no-data)
ID: sagang:representativenessgrid | Name: Representativeness (grid)
ID: sagang:resampling | Name: Resampling
ID: sagang:resamplingfilter | Name: Resampling filter
ID: sagang:resectionterrestrial | Name: Resection (terrestrial)
ID: sagang:riverbasin | Name: Riverbasin
ID: sagang:rivergridgeneration | Name: Rivergridgeneration
ID: sagang:rotatedtoregulargrid | Name: Rotated to regular grid
ID: sagang:safetyfactor | Name: Safetyfactor
ID: sagang:sagawetnessindex | Name: Saga wetness index
ID: sagang:salem | Name: Salem
ID: sagang:savegridstatisticstotable | Name: Save grid statistics to table
ID: sagang:seededregiongrowing | Name: Seeded region growing
ID: sagang:seedgeneration | Name: Seed generation
ID: sagang:selectanddelete | Name: Select and delete
ID: sagang:selectbyattributesstringexpression | Name: Select by attributes... (string expression)
ID: sagang:selectbylocation | Name: Select by location...
ID: sagang:selectgridfromlist | Name: Select grid from list
ID: sagang:selectpointcloudfromlist | Name: Select point cloud from list
ID: sagang:selectshapesfromlist | Name: Select shapes from list
ID: sagang:separatepointsbydirection | Name: Separate points by direction
ID: sagang:setcoordinatereferencesystem | Name: Set coordinate reference system
ID: sagang:shalstab | Name: Shalstab
ID: sagang:shannonindex | Name: Shannon index
ID: sagang:shapesbuffer | Name: Shapes buffer
ID: sagang:sharedpolygonedges | Name: Shared polygon edges
ID: sagang:sharpeningfilter | Name: Sharpening filter
ID: sagang:shrinkandexpand | Name: Shrink and expand
ID: sagang:sieveandclump | Name: Sieve and clump
ID: sagang:sieveclasses | Name: Sieve classes
ID: sagang:simplefilter | Name: Simple filter
ID: sagang:simplefilterformultiplegrids | Name: Simple filter for multiple grids
ID: sagang:simplefilterrestrictedtopolygons | Name: Simple filter (restricted to polygons)
ID: sagang:simplekriging | Name: Simple kriging
ID: sagang:simpsonindex | Name: Simpson index
ID: sagang:simulation | Name: Simulation
ID: sagang:singlecoordinatetransformation | Name: Single coordinate transformation
ID: sagang:singlevaluedecompositionopencv | Name: Single value decomposition (opencv)
ID: sagang:sinkdrainageroutedetection | Name: Sink drainage route detection
ID: sagang:sinkremoval | Name: Sink removal
ID: sagang:skyviewfactor | Name: Sky view factor
ID: sagang:slopeaspectcurvature | Name: Slope, aspect, curvature
ID: sagang:slopelength | Name: Slope length
ID: sagang:slopelimitedflowaccumulation | Name: Slope limited flow accumulation
ID: sagang:smoothingvigra | Name: Smoothing (vigra)
ID: sagang:snappointstogrid | Name: Snap points to grid
ID: sagang:snappointstolines | Name: Snap points to lines
ID: sagang:snappointstopoints | Name: Snap points to points
ID: sagang:snappointstopolygons | Name: Snap points to polygons
ID: sagang:snowcover | Name: Snow cover
ID: sagang:soilwaterbalancedays | Name: Soil water balance (days)
ID: sagang:spatialpointpatternanalysis | Name: Spatial point pattern analysis
ID: sagang:spectralprofile | Name: Spectral profile
ID: sagang:splitlines | Name: Split lines
ID: sagang:splitlinesatpoints | Name: Split lines at points
ID: sagang:splitlineswithlines | Name: Split lines with lines
ID: sagang:splitrgbbands | Name: Split RGB bands
ID: sagang:splitshapeslayer | Name: Split shapes layer
ID: sagang:splitshapeslayercompletely | Name: Split shapes layer completely
ID: sagang:splitshapeslayerrandomly | Name: Split shapes layer randomly
ID: sagang:splittableshapesbyattribute | Name: Split table/shapes by attribute
ID: sagang:statisticsforrasters | Name: Statistics for rasters
ID: sagang:stereomatchopencv | Name: Stereo match (opencv)
ID: sagang:strahlerorder | Name: Strahler order
ID: sagang:streampowerindex | Name: Stream power index
ID: sagang:successiveflowrouting | Name: Successive flow routing
ID: sagang:summitextraction | Name: Summit extraction
ID: sagang:sunriseandsunset | Name: Sunrise and sunset
ID: sagang:superpixelsegmentation | Name: Superpixel segmentation
ID: sagang:supervisedimageclassification | Name: Supervised image classification
ID: sagang:supervisedmajoritychoiceimageclassification | Name: Supervised majority choice image classification
ID: sagang:supportvectormachineclassification | Name: Support vector machine classification
ID: sagang:surfaceandgradient | Name: Surface and gradient
ID: sagang:surfacegradientandconcentration | Name: Surface, gradient and concentration
ID: sagang:surfacespecificpoints | Name: Surface specific points
ID: sagang:svmclassification | Name: Svm classification
ID: sagang:symmetricaldifference | Name: Symmetrical difference
ID: sagang:tasseledcaptransformation | Name: Tasseled cap transformation
ID: sagang:tcilow | Name: Tci low
ID: sagang:temperaturelapserates | Name: Temperature lapse rates
ID: sagang:terrainclustering | Name: Terrain clustering
ID: sagang:terrainflooding | Name: Terrain flooding
ID: sagang:terrainruggednessindextri | Name: Terrain ruggedness index (tri)
ID: sagang:terrainsurfaceclassificationiwahashiandpike | Name: Terrain surface classification (iwahashi and pike)
ID: sagang:terrainsurfaceconvexity | Name: Terrain surface convexity
ID: sagang:terrainsurfacetexture | Name: Terrain surface texture
ID: sagang:texturalfeatures | Name: Textural features
ID: sagang:thermicbeltclassification | Name: Thermic belt classification
ID: sagang:thiessenpolygons | Name: Thiessen polygons
ID: sagang:thinplatespline | Name: Thin plate spline
ID: sagang:thinplatesplinetin | Name: Thin plate spline (tin)
ID: sagang:thresholdrasterbuffer | Name: Threshold raster buffer
ID: sagang:tiling | Name: Tiling
ID: sagang:tissotsindicatrix | Name: Tissot's indicatrix
ID: sagang:tobia | Name: Tobia
ID: sagang:topmodel | Name: Topmodel
ID: sagang:topofatmospherereflectance | Name: Top of atmosphere reflectance
ID: sagang:topographiccorrection | Name: Topographic correction
ID: sagang:topographicopenness | Name: Topographic openness
ID: sagang:topographicpositionindextpi | Name: Topographic position index (tpi)
ID: sagang:topographicwetnessindexonestep | Name: Topographic wetness index (one step)
ID: sagang:topographicwetnessindextwi | Name: Topographic wetness index (twi)
ID: sagang:tpibasedlandformclassification | Name: Tpi based landform classification
ID: sagang:transectthroughpolygonshapefile | Name: Transect through polygon shapefile
ID: sagang:transformpointcloud | Name: Transform point cloud
ID: sagang:transformvectorlayer | Name: Transform vector layer
ID: sagang:transposerasterlayers | Name: Transpose raster layers
ID: sagang:traveltimecalculation | Name: Travel time calculation
ID: sagang:treegrowthseason | Name: Tree growth season
ID: sagang:trendanalysis | Name: Trend analysis
ID: sagang:trendanalysisshapes | Name: Trend analysis (shapes)
ID: sagang:triangulation | Name: Triangulation
ID: sagang:uniquevaluestatisticsforgrids | Name: Unique value statistics for grids
ID: sagang:universalimagequalityindex | Name: Universal image quality index
ID: sagang:universalkriging | Name: Universal kriging
ID: sagang:upslopeanddownslopecurvature | Name: Upslope and downslope curvature
ID: sagang:upslopearea | Name: Upslope area
ID: sagang:upslopeheightslopeaspect | Name: Upslope height, slope, aspect
ID: sagang:userdefinedfilter | Name: User defined filter
ID: sagang:utmprojectiongrid | Name: Utm projection (grid)
ID: sagang:utmprojectiongridlist | Name: Utm projection (grid list)
ID: sagang:utmprojectionshapes | Name: Utm projection (shapes)
ID: sagang:utmprojectionshapeslist | Name: Utm projection (shapes list)
ID: sagang:valleyandridgedetectiontophatapproach | Name: Valley and ridge detection (top hat approach)
ID: sagang:valleydepth | Name: Valley depth
ID: sagang:variogram | Name: Variogram
ID: sagang:variogramcloud | Name: Variogram cloud
ID: sagang:variogramdialog | Name: Variogram (dialog)
ID: sagang:vectorizinggridclasses | Name: Vectorizing grid classes
ID: sagang:vectorruggednessmeasurevrm | Name: Vector ruggedness measure (vrm)
ID: sagang:vegetationindexdistancebased | Name: Vegetation index (distance based)
ID: sagang:vegetationindexslopebased | Name: Vegetation index (slope based)
ID: sagang:verticaldistancetochannelnetwork | Name: Vertical distance to channel network
ID: sagang:visibilityanalysis | Name: Visibility analysis
ID: sagang:warpingshapes | Name: Warping shapes
ID: sagang:waterretentioncapacity | Name: Water retention capacity
ID: sagang:watershedbasins | Name: Watershed basins
ID: sagang:watershedbasinsextended | Name: Watershed basins (extended)
ID: sagang:watershedimagesegmentation | Name: Watershed image segmentation
ID: sagang:watershedsegmentationvigra | Name: Watershed segmentation (vigra)
ID: sagang:wator | Name: Wa-tor
ID: sagang:wedgefail | Name: Wedgefail
ID: sagang:wetness | Name: Wetness
ID: sagang:windeffectcorrection | Name: Wind effect correction
ID: sagang:windeffectwindwardleewardindex | Name: Wind effect (windward / leeward index)
ID: sagang:windexpositionindex | Name: Wind exposition index
ID: sagang:windshelterindex | Name: Wind shelter index
ID: sagang:womblingedgedetection | Name: Wombling (edge detection)
ID: sagang:womblingformultiplefeaturesedgedetection | Name: Wombling for multiple features (edge detection)
ID: sagang:worldfilefromflightandcamerasettings | Name: World file from flight and camera settings
ID: sagang:zonalmultipleregressionanalysispointsandpredictorgrids | Name: Zonal multiple regression analysis (points and predictor grids)
ID: sagang:zonalrasterstatistics | Name: Zonal raster statistics
